FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-517014,DEN,HKG,2023-05-14 13:28:00,2023-05-14 15:18:00,Alitalia,1:50:00,1807,Boeing 737 MAX,211
FL-693215,YVR,ICN,2023-06-25 16:54:00,2023-06-26 00:40:00,Emirates,7:46:00,626,McDonnell Douglas MD-88,104
FL-572117,MEX,YUL,2023-03-26 08:12:00,2023-03-26 16:16:00,British Airways,8:04:00,1843,Airbus A350,166
FL-358037,SIN,CDG,2023-09-28 19:44:00,2023-09-28 22:03:00,Qatar Airways,2:19:00,2942,Boeing 787,210
FL-559529,DEN,LAX,2023-09-25 05:09:00,2023-09-25 08:04:00,Asiana Airlines,2:55:00,1812,Boeing 787,126
FL-396569,PEK,LHR,2023-04-08 06:46:00,2023-04-08 13:29:00,Singapore Airlines,6:43:00,856,Boeing 777,164
FL-228627,DXB,YVR,2023-05-21 22:46:00,2023-05-22 02:51:00,Finnair,4:05:00,576,Boeing 737 MAX,209
FL-606035,CDG,YXU,2023-11-27 07:49:00,2023-11-27 10:30:00,Etihad Airways,2:41:00,1210,Boeing 737 MAX,146
FL-311019,CDG,SYD,2023-11-14 06:31:00,2023-11-14 08:46:00,EVA Air,2:15:00,304,Embraer E190,117
FL-546772,SYD,JFK,2023-11-18 12:02:00,2023-11-18 13:08:00,China Southern Airlines,1:06:00,2549,Boeing 787,103
FL-404580,DFW,ORD,2023-09-06 06:24:00,2023-09-06 11:03:00,Singapore Airlines,4:39:00,614,Boeing 767,104
FL-714235,MIA,MEX,2023-01-16 21:32:00,2023-01-17 00:39:00,Finnair,3:07:00,380,Bombardier Q400,166
FL-831327,YVR,FCO,2023-09-26 15:33:00,2023-09-26 17:53:00,United Airlines,2:20:00,1658,Bombardier CRJ900,152
FL-768123,SIN,YUL,2023-07-12 15:52:00,2023-07-12 20:11:00,Finnair,4:19:00,1329,Bombardier Q400,121
FL-668320,DEN,SIN,2023-09-04 19:16:00,2023-09-04 22:53:00,Royal Jordanian,3:37:00,1111,Bombardier Q400,104
FL-213338,AMS,MIA,2023-05-14 22:08:00,2023-05-15 05:06:00,EVA Air,6:58:00,2927,Boeing 737 MAX,127
FL-879063,DXB,AMS,2023-02-12 23:23:00,2023-02-13 02:54:00,Alitalia,3:31:00,324,Boeing 767,190
FL-484429,YXU,AMS,2023-12-26 21:03:00,2023-12-26 23:03:00,Air Canada,2:00:00,2756,Boeing 767,246
FL-550259,MEL,DXB,2023-03-17 20:37:00,2023-03-18 05:04:00,American Airlines,8:27:00,840,Bombardier Q400,123
FL-188195,AMS,LAX,2023-12-27 16:34:00,2023-12-27 21:01:00,American Airlines,4:27:00,950,McDonnell Douglas MD-88,133
FL-436788,MIA,MEX,2023-08-25 04:13:00,2023-08-25 12:14:00,Qatar Airways,8:01:00,2852,Embraer E190,203
FL-885069,MIA,DEN,2023-05-12 14:56:00,2023-05-12 21:01:00,Air Python,6:05:00,2969,Airbus A330,176
FL-278968,IST,FRA,2023-01-14 02:03:00,2023-01-14 06:04:00,Avianca,4:01:00,2340,Boeing 737 MAX,190
FL-323309,YUL,FRA,2023-08-24 02:55:00,2023-08-24 11:39:00,Cathay Pacific,8:44:00,2950,Embraer E190,100
FL-945166,YHZ,SYD,2023-05-01 14:29:00,2023-05-01 18:02:00,Finnair,3:33:00,2979,Airbus A340,210
FL-992563,ATL,FRA,2023-06-19 18:26:00,2023-06-20 01:17:00,Thai Airways,6:51:00,1996,Boeing 767,145
FL-114187,HND,LAX,2023-05-19 19:56:00,2023-05-20 02:04:00,Etihad Airways,6:08:00,856,McDonnell Douglas MD-88,219
FL-850203,YXU,SFO,2023-08-06 06:45:00,2023-08-06 14:23:00,British Airways,7:38:00,617,Airbus A320,178
FL-311210,HKG,YHZ,2023-02-05 00:08:00,2023-02-05 03:00:00,Air France,2:52:00,2387,Boeing 737,172
FL-907721,AMS,FCO,2023-09-13 12:09:00,2023-09-13 20:04:00,Emirates,7:55:00,923,Boeing 767,134
FL-183768,FCO,YUL,2023-05-04 20:33:00,2023-05-05 04:56:00,Alitalia,8:23:00,2108,Boeing 747,127
FL-629060,MIA,ATL,2023-11-02 19:14:00,2023-11-02 22:35:00,Delta Airlines,3:21:00,556,Boeing 777,111
FL-669023,CDG,MEX,2023-12-20 14:47:00,2023-12-20 21:49:00,ANA All Nippon Airways,7:02:00,1976,Bombardier Q400,249
FL-322456,JFK,YYZ,2023-10-07 15:56:00,2023-10-07 20:18:00,Thai Airways,4:22:00,2215,Airbus A380,180
FL-757050,YXU,MEL,2023-06-17 18:57:00,2023-06-17 23:51:00,Qantas,4:54:00,1419,Boeing 747,147
FL-361909,HKG,FCO,2023-10-10 08:36:00,2023-10-10 16:22:00,Avianca,7:46:00,1717,Boeing 787,100
FL-396972,YOW,MEL,2023-01-02 17:48:00,2023-01-03 02:36:00,China Southern Airlines,8:48:00,672,Bombardier Q400,129
FL-929770,YHZ,DEN,2023-12-16 21:04:00,2023-12-17 02:49:00,China Southern Airlines,5:45:00,1743,Boeing 777,235
FL-658316,HKG,JFK,2023-07-14 08:54:00,2023-07-14 11:36:00,China Southern Airlines,2:42:00,307,Boeing 737 MAX,234
FL-807082,YYZ,LAX,2023-10-01 10:20:00,2023-10-01 13:19:00,WestJet,2:59:00,1615,McDonnell Douglas MD-88,195
FL-920777,HND,LHR,2023-11-09 00:04:00,2023-11-09 03:39:00,Cathay Pacific,3:35:00,1918,Embraer E190,190
FL-407346,MIA,MEL,2023-07-20 16:55:00,2023-07-20 19:53:00,KLM,2:58:00,2278,Airbus A380,116
FL-801481,ORD,DXB,2023-09-25 03:24:00,2023-09-25 04:43:00,Royal Jordanian,1:19:00,1534,Boeing 787,110
FL-501787,YVR,YOW,2023-09-05 01:13:00,2023-09-05 08:14:00,Emirates,7:01:00,565,Embraer E190,170
FL-243150,IST,PEK,2023-09-14 22:02:00,2023-09-15 03:37:00,United Airlines,5:35:00,2723,Embraer E190,139
FL-886097,JFK,YHZ,2023-07-08 04:47:00,2023-07-08 11:55:00,British Airways,7:08:00,1777,Boeing 737,248
FL-903266,YOW,LAX,2023-09-03 11:39:00,2023-09-03 16:41:00,WestJet,5:02:00,705,Bombardier CRJ900,100
FL-358076,YOW,ATL,2023-09-05 03:44:00,2023-09-05 08:37:00,British Airways,4:53:00,2492,Airbus A380,114
FL-547193,ORD,LHR,2023-02-07 20:45:00,2023-02-08 04:15:00,KLM,7:30:00,1338,Bombardier CRJ900,229
FL-488560,YHZ,YUL,2023-11-07 04:14:00,2023-11-07 09:33:00,Lufthansa,5:19:00,486,Airbus A340,158
FL-944803,YXU,LAX,2023-08-11 01:01:00,2023-08-11 06:01:00,Air France,5:00:00,2472,McDonnell Douglas MD-88,137
FL-535618,JFK,YHZ,2023-01-03 18:30:00,2023-01-04 02:57:00,Delta Airlines,8:27:00,1745,Airbus A320,151
FL-884278,CDG,IST,2023-11-03 16:21:00,2023-11-03 18:19:00,Lufthansa,1:58:00,2695,McDonnell Douglas MD-88,196
FL-451235,DEN,YUL,2023-06-13 13:51:00,2023-06-13 18:58:00,Air Canada,5:07:00,442,Boeing 787,202
FL-254552,ATL,YXU,2023-06-14 16:35:00,2023-06-14 20:18:00,Swiss International Air Lines,3:43:00,2582,McDonnell Douglas MD-88,199
FL-261118,PEK,IST,2023-11-21 01:35:00,2023-11-21 05:45:00,Iberia,4:10:00,1565,Bombardier CRJ900,243
FL-165751,PEK,FRA,2023-08-14 00:43:00,2023-08-14 03:16:00,Aeroflot,2:33:00,2558,Boeing 777,104
FL-674259,YHZ,MIA,2023-10-13 04:34:00,2023-10-13 09:09:00,Aeroflot,4:35:00,2713,Embraer E190,169
FL-994261,MIA,SYD,2023-03-04 00:35:00,2023-03-04 09:01:00,Alitalia,8:26:00,1341,Boeing 747,143
FL-320601,YVR,FRA,2023-02-03 01:49:00,2023-02-03 03:47:00,Air Canada,1:58:00,310,Airbus A330,211
FL-272308,AMS,YOW,2023-10-10 03:55:00,2023-10-10 10:17:00,Thai Airways,6:22:00,1998,Boeing 787,156
FL-257763,YOW,YUL,2023-10-01 01:51:00,2023-10-01 07:54:00,Iberia,6:03:00,2889,Airbus A320,153
FL-357244,ICN,ATL,2023-10-22 21:38:00,2023-10-23 00:43:00,Etihad Airways,3:05:00,1634,McDonnell Douglas MD-88,158
FL-259174,IST,FRA,2023-08-08 20:16:00,2023-08-09 02:10:00,Turkish Airlines,5:54:00,1602,Embraer E190,207
FL-939295,CDG,JFK,2023-03-21 15:45:00,2023-03-21 22:49:00,EVA Air,7:04:00,2355,Boeing 737,181
FL-312493,YXU,PEK,2023-06-14 05:48:00,2023-06-14 06:53:00,British Airways,1:05:00,470,Boeing 737 MAX,202
FL-673720,YVR,PEK,2023-02-09 06:34:00,2023-02-09 08:41:00,Asiana Airlines,2:07:00,231,Bombardier Q400,230
FL-957762,YXU,LAX,2023-09-23 17:07:00,2023-09-23 18:07:00,Lufthansa,1:00:00,565,Airbus A380,128
FL-283890,DXB,FRA,2023-06-13 06:06:00,2023-06-13 12:53:00,Iberia,6:47:00,970,Bombardier Q400,115
FL-319705,MIA,IST,2023-03-05 12:39:00,2023-03-05 19:00:00,Delta Airlines,6:21:00,1772,Boeing 777,176
FL-141939,YYZ,MEX,2023-12-16 15:29:00,2023-12-16 16:38:00,Qantas,1:09:00,2165,Embraer E190,192
FL-681055,YOW,FRA,2023-08-03 10:35:00,2023-08-03 16:00:00,Air Canada,5:25:00,1860,Boeing 767,248
FL-947276,SFO,YYZ,2023-11-10 18:58:00,2023-11-10 22:45:00,Lufthansa,3:47:00,2521,McDonnell Douglas MD-88,178
FL-987035,YHZ,AMS,2023-08-07 19:15:00,2023-08-07 22:57:00,Air France,3:42:00,2636,Boeing 737 MAX,117
FL-745057,CDG,PEK,2023-09-02 17:41:00,2023-09-02 22:10:00,EVA Air,4:29:00,1310,Airbus A320,188
FL-733990,ORD,HKG,2023-10-02 08:41:00,2023-10-02 11:56:00,United Airlines,3:15:00,1523,Airbus A320,104
FL-948959,LAX,ATL,2023-01-05 19:52:00,2023-01-05 23:16:00,British Airways,3:24:00,2774,Airbus A350,117
FL-594730,YYZ,YXU,2023-11-19 13:52:00,2023-11-19 22:26:00,WestJet,8:34:00,1043,Boeing 737 MAX,128
FL-153816,YHZ,FRA,2023-10-21 20:36:00,2023-10-22 03:51:00,British Airways,7:15:00,2240,Embraer E190,112
FL-184982,HND,DXB,2023-05-02 04:10:00,2023-05-02 09:00:00,Finnair,4:50:00,2636,Boeing 777,185
FL-182109,PEK,LAX,2023-09-26 11:58:00,2023-09-26 18:25:00,Delta Airlines,6:27:00,991,Boeing 787,224
FL-524421,YXU,SIN,2023-05-08 11:34:00,2023-05-08 19:43:00,ANA All Nippon Airways,8:09:00,2629,Airbus A320,212
FL-866344,SIN,YVR,2023-05-20 07:02:00,2023-05-20 12:01:00,Emirates,4:59:00,2666,Bombardier CRJ900,223
FL-871543,ICN,YVR,2023-02-23 17:27:00,2023-02-23 21:22:00,Alitalia,3:55:00,886,Boeing 767,130
FL-253366,YUL,JFK,2023-03-07 10:24:00,2023-03-07 15:01:00,Qantas,4:37:00,1508,Boeing 737,174
FL-930926,FRA,FCO,2023-06-24 14:19:00,2023-06-24 20:13:00,Qantas,5:54:00,2740,McDonnell Douglas MD-88,154
FL-201867,ORD,YVR,2023-09-19 04:20:00,2023-09-19 06:11:00,Air France,1:51:00,2525,Boeing 767,135
FL-892710,ATL,SYD,2023-11-07 23:24:00,2023-11-08 04:06:00,Turkish Airlines,4:42:00,1753,Airbus A340,169
FL-814061,FRA,ATL,2023-07-03 03:27:00,2023-07-03 05:18:00,United Airlines,1:51:00,1833,Boeing 747,194
FL-771598,DEN,DXB,2023-08-09 08:22:00,2023-08-09 10:43:00,EVA Air,2:21:00,2196,Boeing 737 MAX,217
FL-153937,MEX,LAX,2023-07-20 03:16:00,2023-07-20 05:22:00,Swiss International Air Lines,2:06:00,1280,Embraer E190,190
FL-432314,SFO,YUL,2023-04-12 03:14:00,2023-04-12 11:09:00,Avianca,7:55:00,588,Boeing 777,164
FL-762653,LAX,ATL,2023-09-22 01:14:00,2023-09-22 07:11:00,Virgin Atlantic,5:57:00,971,Boeing 767,240
FL-674313,SYD,YHZ,2023-11-12 04:12:00,2023-11-12 10:22:00,Thai Airways,6:10:00,293,Airbus A330,181
FL-891394,MEX,ICN,2023-08-26 00:30:00,2023-08-26 07:48:00,Singapore Airlines,7:18:00,2142,Bombardier CRJ900,229
FL-456170,SFO,HND,2023-11-08 03:52:00,2023-11-08 05:46:00,Air France,1:54:00,2591,Boeing 787,137
FL-443474,YOW,DXB,2023-02-18 05:29:00,2023-02-18 07:48:00,Qatar Airways,2:19:00,1958,Boeing 777,143
FL-333323,YOW,FCO,2023-02-18 09:51:00,2023-02-18 14:54:00,Cathay Pacific,5:03:00,1983,Boeing 777,118
FL-390601,AMS,HKG,2023-10-11 14:58:00,2023-10-11 19:08:00,British Airways,4:10:00,2714,Boeing 787,122
FL-564359,FRA,YYZ,2023-04-15 01:23:00,2023-04-15 09:12:00,Etihad Airways,7:49:00,1226,Airbus A340,191
FL-465596,YHZ,HKG,2023-07-02 13:39:00,2023-07-02 18:05:00,EVA Air,4:26:00,813,Embraer E190,231
FL-968100,SFO,JFK,2023-10-22 01:39:00,2023-10-22 06:42:00,Avianca,5:03:00,2604,Boeing 747,102
FL-603727,DFW,ICN,2023-02-10 02:23:00,2023-02-10 05:19:00,WestJet,2:56:00,1940,Boeing 777,184
FL-350965,SFO,CDG,2023-03-15 07:16:00,2023-03-15 08:22:00,Turkish Airlines,1:06:00,702,Boeing 737,212
FL-796615,MEL,LAX,2023-08-08 00:03:00,2023-08-08 05:15:00,China Southern Airlines,5:12:00,2057,Boeing 737,237
FL-604289,ORD,MEL,2023-04-07 19:17:00,2023-04-08 04:04:00,Air Canada,8:47:00,2046,Boeing 747,225
FL-104525,MEX,YVR,2023-07-17 22:31:00,2023-07-18 01:45:00,Avianca,3:14:00,1954,Airbus A340,167
FL-155747,JFK,YOW,2023-03-22 16:54:00,2023-03-22 20:43:00,Air Canada,3:49:00,984,Airbus A330,232
FL-709674,SFO,CDG,2023-05-23 13:37:00,2023-05-23 22:18:00,Turkish Airlines,8:41:00,413,Bombardier Q400,142
FL-821948,CDG,AMS,2023-06-08 05:07:00,2023-06-08 10:59:00,EVA Air,5:52:00,2915,Airbus A340,172
FL-840915,FRA,SFO,2023-03-23 10:26:00,2023-03-23 14:40:00,Qatar Airways,4:14:00,1511,Bombardier CRJ900,194
FL-223465,HND,AMS,2023-08-23 14:03:00,2023-08-23 15:28:00,Qantas,1:25:00,411,Boeing 737 MAX,200
FL-999314,LAX,MEX,2023-11-21 15:36:00,2023-11-21 19:04:00,Delta Airlines,3:28:00,2278,Airbus A330,209
FL-948878,ICN,DFW,2023-11-27 07:23:00,2023-11-27 13:08:00,Air Python,5:45:00,898,Boeing 747,158
FL-907857,MEX,YXU,2023-10-15 22:08:00,2023-10-15 23:53:00,British Airways,1:45:00,749,Boeing 787,225
FL-845311,HKG,HND,2023-09-26 01:12:00,2023-09-26 05:48:00,British Airways,4:36:00,2521,Embraer E190,241
FL-350919,HKG,LAX,2023-08-22 17:32:00,2023-08-22 22:44:00,Thai Airways,5:12:00,2317,Boeing 777,221
FL-613243,ICN,YOW,2023-10-19 16:36:00,2023-10-19 23:52:00,China Southern Airlines,7:16:00,827,Boeing 737 MAX,135
FL-166741,PEK,ATL,2023-02-25 22:23:00,2023-02-26 01:04:00,Singapore Airlines,2:41:00,2053,Embraer E190,121
FL-375874,LAX,DEN,2023-05-13 08:05:00,2023-05-13 09:32:00,Singapore Airlines,1:27:00,740,Airbus A320,161
FL-161377,YHZ,YOW,2023-05-19 12:53:00,2023-05-19 15:45:00,Singapore Airlines,2:52:00,2812,Boeing 767,173
FL-215945,HND,MEL,2023-11-09 12:43:00,2023-11-09 15:16:00,Emirates,2:33:00,270,McDonnell Douglas MD-88,141
FL-667246,SFO,LHR,2023-02-21 14:44:00,2023-02-21 23:03:00,ANA All Nippon Airways,8:19:00,1156,Embraer E190,133
FL-335942,SFO,ORD,2023-12-16 17:28:00,2023-12-16 23:52:00,Asiana Airlines,6:24:00,882,Bombardier Q400,140
FL-323806,FCO,YXU,2023-06-26 07:00:00,2023-06-26 15:15:00,WestJet,8:15:00,591,Airbus A350,199
FL-230614,YHZ,IST,2023-12-27 16:44:00,2023-12-27 20:35:00,Cathay Pacific,3:51:00,521,Boeing 777,119
FL-135592,SIN,LAX,2023-01-21 23:57:00,2023-01-22 01:41:00,Aeroflot,1:44:00,2312,Embraer E190,161
FL-700782,MIA,HKG,2023-02-14 23:15:00,2023-02-15 01:59:00,Delta Airlines,2:44:00,1300,Bombardier CRJ900,181
FL-292368,FCO,AMS,2023-11-19 22:16:00,2023-11-20 02:12:00,Qatar Airways,3:56:00,2016,Boeing 787,103
FL-939860,YOW,ORD,2023-05-02 18:51:00,2023-05-03 00:23:00,Alitalia,5:32:00,2658,Airbus A380,165
FL-550106,YOW,DXB,2023-05-09 02:05:00,2023-05-09 05:31:00,Virgin Atlantic,3:26:00,912,Airbus A330,179
FL-641974,LHR,SFO,2023-04-20 09:38:00,2023-04-20 17:28:00,EVA Air,7:50:00,680,Boeing 787,168
FL-469292,LAX,SYD,2023-07-15 08:43:00,2023-07-15 14:01:00,Cathay Pacific,5:18:00,1568,Bombardier CRJ900,216
FL-832225,YOW,LAX,2023-05-24 17:08:00,2023-05-24 19:48:00,Emirates,2:40:00,2647,Boeing 777,101
FL-661867,MEL,LAX,2023-12-15 02:50:00,2023-12-15 09:36:00,ANA All Nippon Airways,6:46:00,2543,McDonnell Douglas MD-88,207
FL-280402,MEX,SIN,2023-11-14 23:04:00,2023-11-15 01:05:00,Swiss International Air Lines,2:01:00,706,Bombardier Q400,139
FL-447434,MEL,DEN,2023-06-16 06:44:00,2023-06-16 10:00:00,Singapore Airlines,3:16:00,268,Airbus A320,138
FL-771949,LHR,SIN,2023-01-05 11:36:00,2023-01-05 12:49:00,Swiss International Air Lines,1:13:00,1610,Boeing 787,116
FL-321233,FCO,MEX,2023-08-06 08:25:00,2023-08-06 14:41:00,Singapore Airlines,6:16:00,261,Boeing 787,186
FL-976775,SYD,JFK,2023-03-10 16:55:00,2023-03-11 00:34:00,KLM,7:39:00,1900,Airbus A350,150
FL-344712,YXU,LAX,2023-12-03 09:16:00,2023-12-03 16:36:00,Finnair,7:20:00,1977,McDonnell Douglas MD-88,235
FL-929812,ICN,ATL,2023-11-27 02:38:00,2023-11-27 08:14:00,Qatar Airways,5:36:00,2275,Boeing 737 MAX,238
FL-124446,DXB,ICN,2023-02-08 10:38:00,2023-02-08 14:33:00,Royal Jordanian,3:55:00,789,Boeing 787,171
FL-400847,HND,LAX,2023-10-06 09:30:00,2023-10-06 14:42:00,Turkish Airlines,5:12:00,1609,Bombardier CRJ900,187
FL-470818,ICN,JFK,2023-10-19 17:55:00,2023-10-19 21:17:00,United Airlines,3:22:00,1720,Airbus A320,116
FL-628731,DFW,FRA,2023-06-19 07:40:00,2023-06-19 11:07:00,Avianca,3:27:00,1181,Airbus A340,214
FL-973771,ORD,MIA,2023-10-07 20:46:00,2023-10-08 01:12:00,Royal Jordanian,4:26:00,2528,Boeing 737,218
FL-927633,MEL,YXU,2023-03-05 15:51:00,2023-03-05 19:53:00,British Airways,4:02:00,779,Bombardier CRJ900,250
FL-266825,MEX,ATL,2023-09-05 05:22:00,2023-09-05 14:12:00,Turkish Airlines,8:50:00,1325,Airbus A340,152
FL-153343,YUL,JFK,2023-01-26 07:36:00,2023-01-26 13:53:00,Virgin Atlantic,6:17:00,2158,McDonnell Douglas MD-88,150
FL-555197,CDG,MEL,2023-04-18 15:22:00,2023-04-19 00:02:00,Cathay Pacific,8:40:00,2198,Bombardier Q400,249
FL-938367,LAX,HKG,2023-05-21 04:07:00,2023-05-21 06:52:00,Finnair,2:45:00,564,Boeing 747,184
FL-211667,LHR,LAX,2023-06-17 06:54:00,2023-06-17 12:07:00,Singapore Airlines,5:13:00,2094,Airbus A340,132
FL-718645,FRA,SFO,2023-02-10 06:26:00,2023-02-10 08:10:00,British Airways,1:44:00,820,Bombardier Q400,211
FL-701687,SFO,ICN,2023-09-26 15:57:00,2023-09-26 17:04:00,Etihad Airways,1:07:00,2041,Boeing 737 MAX,112
FL-772851,LAX,DXB,2023-11-04 06:25:00,2023-11-04 12:40:00,Asiana Airlines,6:15:00,1595,Boeing 787,143
FL-689476,HKG,YHZ,2023-05-07 12:38:00,2023-05-07 19:02:00,American Airlines,6:24:00,1119,Airbus A380,213
FL-551883,YXU,LAX,2023-05-09 06:02:00,2023-05-09 09:34:00,Asiana Airlines,3:32:00,2610,Airbus A340,123
FL-862607,HND,YVR,2023-03-09 18:47:00,2023-03-10 02:39:00,Qantas,7:52:00,1798,Boeing 747,104
FL-245229,AMS,ATL,2023-12-22 12:01:00,2023-12-22 16:44:00,Swiss International Air Lines,4:43:00,2289,Embraer E190,189
FL-970136,JFK,MEX,2023-04-28 07:27:00,2023-04-28 13:33:00,Emirates,6:06:00,927,Boeing 737,248
FL-204231,YVR,HKG,2023-02-11 14:39:00,2023-02-11 21:08:00,Qatar Airways,6:29:00,2280,Airbus A340,172
FL-266746,YXU,ORD,2023-09-06 14:07:00,2023-09-06 16:38:00,American Airlines,2:31:00,2385,Boeing 737 MAX,178
FL-901931,DFW,JFK,2023-10-03 03:05:00,2023-10-03 08:16:00,Delta Airlines,5:11:00,512,Airbus A320,232
FL-927917,ICN,YVR,2023-07-07 01:31:00,2023-07-07 03:44:00,Virgin Atlantic,2:13:00,1054,Boeing 737 MAX,183
FL-803344,PEK,DXB,2023-07-22 00:13:00,2023-07-22 03:16:00,Royal Jordanian,3:03:00,580,Boeing 767,214
FL-315609,FCO,FRA,2023-03-20 04:45:00,2023-03-20 13:35:00,WestJet,8:50:00,2935,Boeing 787,176
FL-603754,CDG,PEK,2023-06-28 09:24:00,2023-06-28 14:24:00,Air Python,5:00:00,1193,Airbus A330,129
FL-136735,MEX,LAX,2023-07-10 22:36:00,2023-07-11 02:30:00,Finnair,3:54:00,752,Airbus A340,172
FL-103721,PEK,JFK,2023-08-28 13:58:00,2023-08-28 21:42:00,Cathay Pacific,7:44:00,1495,Boeing 747,247
FL-333870,AMS,SIN,2023-05-15 05:26:00,2023-05-15 09:25:00,Singapore Airlines,3:59:00,1322,Airbus A320,143
FL-660282,YOW,YUL,2023-12-25 04:50:00,2023-12-25 09:09:00,Emirates,4:19:00,602,McDonnell Douglas MD-88,198
FL-344009,YVR,DXB,2023-07-14 22:46:00,2023-07-15 00:15:00,Singapore Airlines,1:29:00,1658,Embraer E190,123
FL-674946,LHR,LAX,2023-08-19 14:18:00,2023-08-19 17:58:00,KLM,3:40:00,1460,Embraer E190,232
FL-570798,DFW,FRA,2023-12-15 05:27:00,2023-12-15 06:34:00,Asiana Airlines,1:07:00,1081,Boeing 737 MAX,112
FL-659085,YVR,JFK,2023-12-13 17:09:00,2023-12-13 22:42:00,ANA All Nippon Airways,5:33:00,675,Airbus A380,178
FL-257759,HND,YOW,2023-12-08 01:43:00,2023-12-08 05:58:00,Delta Airlines,4:15:00,2938,Airbus A330,109
FL-521439,YOW,ORD,2023-05-19 17:53:00,2023-05-20 00:15:00,Iberia,6:22:00,2408,Airbus A320,153
FL-450890,MIA,YYZ,2023-08-24 02:49:00,2023-08-24 08:17:00,Qatar Airways,5:28:00,982,Boeing 737,234
FL-887648,MEL,DFW,2023-03-02 14:30:00,2023-03-02 19:58:00,Turkish Airlines,5:28:00,411,Bombardier Q400,150
FL-717076,JFK,SIN,2023-05-22 15:21:00,2023-05-22 22:11:00,ANA All Nippon Airways,6:50:00,1289,Embraer E190,107
FL-173957,SYD,AMS,2023-03-21 14:58:00,2023-03-21 16:41:00,Delta Airlines,1:43:00,394,Bombardier CRJ900,204
FL-705849,MEL,SIN,2023-12-03 03:03:00,2023-12-03 08:54:00,KLM,5:51:00,442,Boeing 777,212
FL-233727,MEL,YVR,2023-11-16 16:29:00,2023-11-17 00:24:00,Delta Airlines,7:55:00,2942,Boeing 767,192
FL-732606,LAX,FRA,2023-10-04 02:04:00,2023-10-04 08:12:00,China Southern Airlines,6:08:00,1975,Boeing 767,192
FL-906210,AMS,DXB,2023-07-14 14:06:00,2023-07-14 16:34:00,KLM,2:28:00,1386,Bombardier CRJ900,201
FL-694750,LAX,FCO,2023-12-03 15:48:00,2023-12-03 18:44:00,Etihad Airways,2:56:00,2160,Boeing 737,110
FL-444585,SFO,SYD,2023-08-06 00:18:00,2023-08-06 01:36:00,ANA All Nippon Airways,1:18:00,920,Airbus A380,129
FL-889464,SIN,MEX,2023-07-22 09:36:00,2023-07-22 18:08:00,Aeroflot,8:32:00,2765,Airbus A320,208
FL-960424,MIA,LAX,2023-04-05 15:34:00,2023-04-05 21:52:00,ANA All Nippon Airways,6:18:00,1180,Bombardier CRJ900,110
FL-294726,YXU,FCO,2023-02-02 16:55:00,2023-02-03 00:05:00,American Airlines,7:10:00,2277,Boeing 787,214
FL-399916,PEK,ATL,2023-10-17 22:10:00,2023-10-18 06:47:00,Avianca,8:37:00,620,Boeing 747,186
FL-357461,SYD,HKG,2023-10-26 05:07:00,2023-10-26 07:09:00,Emirates,2:02:00,1438,Boeing 787,183
FL-874565,ORD,FRA,2023-06-24 17:18:00,2023-06-24 20:26:00,Lufthansa,3:08:00,1260,Bombardier Q400,145
FL-303858,SIN,SYD,2023-03-23 06:05:00,2023-03-23 14:02:00,Avianca,7:57:00,303,Boeing 737,195
FL-310641,ATL,SYD,2023-10-27 14:49:00,2023-10-27 20:06:00,Aeroflot,5:17:00,1665,McDonnell Douglas MD-88,244
FL-982187,ICN,MEL,2023-09-05 19:34:00,2023-09-06 04:21:00,KLM,8:47:00,1003,Boeing 747,250
FL-121325,IST,MEL,2023-04-10 00:34:00,2023-04-10 04:35:00,Delta Airlines,4:01:00,523,Boeing 777,129
FL-503283,HND,YVR,2023-02-27 23:19:00,2023-02-28 02:42:00,Iberia,3:23:00,2898,Boeing 737 MAX,185
FL-300135,JFK,SIN,2023-07-11 16:32:00,2023-07-11 22:14:00,Avianca,5:42:00,894,Boeing 767,225
FL-425312,YVR,SFO,2023-07-09 18:11:00,2023-07-10 00:11:00,British Airways,6:00:00,2348,Airbus A350,153
FL-229053,MEL,YXU,2023-05-15 22:56:00,2023-05-16 02:11:00,KLM,3:15:00,2517,Airbus A350,202
FL-855330,MEL,ICN,2023-09-25 02:46:00,2023-09-25 11:32:00,Air Canada,8:46:00,2556,McDonnell Douglas MD-88,237
FL-931883,MEL,PEK,2023-05-22 09:02:00,2023-05-22 17:41:00,China Southern Airlines,8:39:00,2799,Boeing 767,180
FL-314021,FRA,MEL,2023-05-21 07:24:00,2023-05-21 08:32:00,Thai Airways,1:08:00,752,Airbus A380,119
FL-531102,YYZ,CDG,2023-10-27 12:27:00,2023-10-27 16:30:00,Thai Airways,4:03:00,1016,Airbus A320,105
FL-487091,FRA,MEX,2023-01-22 17:05:00,2023-01-22 18:56:00,Qantas,1:51:00,727,Bombardier Q400,121
FL-317464,PEK,YOW,2023-06-12 02:44:00,2023-06-12 07:32:00,Swiss International Air Lines,4:48:00,1403,Bombardier Q400,240
FL-255196,ORD,YVR,2023-04-19 10:51:00,2023-04-19 13:41:00,EVA Air,2:50:00,2830,Airbus A330,129
FL-401196,YOW,ICN,2023-12-23 06:29:00,2023-12-23 07:59:00,Thai Airways,1:30:00,2069,Boeing 737 MAX,119
