FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,Airline,FlightDuration,AvgTicketPrice,Aircraft,PassengerCount
FL-892960,LAX,YOW,2023-09-03 06:29:00,2023-09-03 11:53:00,Emirates,5:24:00,1714,Boeing 747,145
FL-820475,PEK,HKG,2023-07-17 21:39:00,2023-07-17 23:22:00,Cathay Pacific,1:43:00,2099,McDonnell Douglas MD-88,200
FL-132391,SIN,DEN,2023-07-15 02:29:00,2023-07-15 11:22:00,ANA All Nippon Airways,8:53:00,2032,McDonnell Douglas MD-88,207
FL-399987,YVR,IST,2023-04-04 21:56:00,2023-04-05 06:16:00,Swiss International Air Lines,8:20:00,1501,Boeing 737 MAX,200
FL-103472,DFW,YXU,2023-01-10 11:36:00,2023-01-10 18:58:00,Thai Airways,7:22:00,1968,Boeing 767,110
FL-775733,JFK,SYD,2023-12-11 04:44:00,2023-12-11 08:32:00,Virgin Atlantic,3:48:00,1450,Boeing 777,198
FL-495967,YUL,HND,2023-10-03 01:28:00,2023-10-03 05:13:00,Delta Airlines,3:45:00,2297,Boeing 737,248
FL-441836,YVR,MEX,2023-05-23 07:00:00,2023-05-23 15:19:00,Lufthansa,8:19:00,2505,Bombardier CRJ900,238
FL-494118,LAX,ORD,2023-06-28 14:03:00,2023-06-28 15:50:00,Qatar Airways,1:47:00,2071,Airbus A340,103
FL-839128,SYD,YHZ,2023-12-26 06:59:00,2023-12-26 14:59:00,Lufthansa,8:00:00,920,Boeing 737 MAX,202
FL-756536,YXU,MIA,2023-06-18 13:45:00,2023-06-18 20:42:00,British Airways,6:57:00,2696,Boeing 737,221
FL-812850,ICN,CDG,2023-12-18 01:40:00,2023-12-18 04:49:00,Etihad Airways,3:09:00,1203,Airbus A350,147
FL-176011,YXU,MIA,2023-10-06 22:51:00,2023-10-07 01:50:00,Virgin Atlantic,2:59:00,1498,Airbus A330,223
FL-561441,FRA,SYD,2023-09-02 16:18:00,2023-09-02 19:46:00,Asiana Airlines,3:28:00,1050,Boeing 767,207
FL-629095,FRA,HND,2023-10-20 06:28:00,2023-10-20 08:19:00,ANA All Nippon Airways,1:51:00,1967,Boeing 747,217
FL-224761,PEK,MEL,2023-02-07 10:23:00,2023-02-07 12:15:00,Lufthansa,1:52:00,1332,Boeing 737 MAX,190
FL-442580,YVR,MIA,2023-03-12 12:11:00,2023-03-12 17:50:00,EVA Air,5:39:00,2096,Airbus A330,131
FL-990111,AMS,DEN,2023-12-23 17:36:00,2023-12-23 20:04:00,Swiss International Air Lines,2:28:00,466,Bombardier CRJ900,125
FL-555192,ORD,LAX,2023-09-05 01:44:00,2023-09-05 08:36:00,Swiss International Air Lines,6:52:00,2251,Airbus A380,119
FL-960041,YUL,SFO,2023-03-21 23:53:00,2023-03-22 03:46:00,British Airways,3:53:00,2891,Boeing 737,116
FL-436806,ATL,YUL,2023-03-22 19:08:00,2023-03-22 23:00:00,British Airways,3:52:00,2098,Airbus A320,159
FL-501838,DFW,SIN,2023-08-08 18:09:00,2023-08-08 23:06:00,Finnair,4:57:00,1339,Bombardier CRJ900,233
FL-570027,FCO,YYZ,2023-07-11 09:05:00,2023-07-11 13:19:00,Avianca,4:14:00,1005,Bombardier CRJ900,112
FL-805539,PEK,FCO,2023-12-22 11:49:00,2023-12-22 18:18:00,WestJet,6:29:00,2582,Boeing 787,150
FL-186958,HKG,YHZ,2023-10-13 10:20:00,2023-10-13 13:02:00,Alitalia,2:42:00,2936,McDonnell Douglas MD-88,164
FL-703571,ICN,SIN,2023-03-01 06:42:00,2023-03-01 11:19:00,Air France,4:37:00,2052,Embraer E190,154
FL-794391,ATL,DXB,2023-01-26 05:09:00,2023-01-26 08:18:00,KLM,3:09:00,490,Embraer E190,222
FL-576131,YVR,HKG,2023-07-05 20:49:00,2023-07-06 04:39:00,Air Canada,7:50:00,2853,Airbus A350,206
FL-219888,PEK,LAX,2023-07-13 20:13:00,2023-07-14 03:07:00,Asiana Airlines,6:54:00,1550,Bombardier Q400,145
FL-765941,MEL,CDG,2023-03-15 20:46:00,2023-03-15 23:21:00,Thai Airways,2:35:00,1639,Boeing 737,234
FL-146147,FCO,IST,2023-01-15 12:15:00,2023-01-15 19:41:00,China Southern Airlines,7:26:00,2140,Airbus A320,234
FL-805959,SYD,YVR,2023-04-03 17:33:00,2023-04-03 22:29:00,Air France,4:56:00,1879,Airbus A320,200
FL-798978,LAX,MEX,2023-03-10 20:21:00,2023-03-11 00:05:00,Thai Airways,3:44:00,2320,Boeing 767,113
FL-909114,YOW,FRA,2023-03-15 09:22:00,2023-03-15 16:02:00,Delta Airlines,6:40:00,1336,Airbus A320,234
FL-739157,MEX,YXU,2023-12-10 07:56:00,2023-12-10 12:08:00,Qatar Airways,4:12:00,1244,Embraer E190,217
FL-126046,LAX,DFW,2023-01-14 08:07:00,2023-01-14 10:44:00,Qatar Airways,2:37:00,2007,Boeing 737 MAX,159
FL-978095,LAX,LHR,2023-07-16 05:02:00,2023-07-16 08:25:00,Turkish Airlines,3:23:00,394,Boeing 787,207
FL-901433,DFW,CDG,2023-01-08 14:23:00,2023-01-08 22:32:00,Asiana Airlines,8:09:00,1321,Bombardier Q400,117
FL-636512,LAX,FCO,2023-03-08 00:08:00,2023-03-08 04:39:00,Thai Airways,4:31:00,2338,Boeing 787,224
FL-262990,DEN,LAX,2023-01-23 06:16:00,2023-01-23 11:14:00,Avianca,4:58:00,2759,Boeing 737,114
FL-981909,LAX,AMS,2023-10-06 09:46:00,2023-10-06 15:51:00,Air France,6:05:00,2959,Airbus A380,137
FL-620135,FCO,HKG,2023-12-24 07:15:00,2023-12-24 12:17:00,Finnair,5:02:00,2450,Boeing 777,106
FL-295510,DEN,CDG,2023-09-10 04:15:00,2023-09-10 09:34:00,Avianca,5:19:00,2680,Airbus A380,175
FL-532042,CDG,FRA,2023-08-17 18:22:00,2023-08-17 22:37:00,Etihad Airways,4:15:00,803,Boeing 767,158
FL-728163,SIN,DEN,2023-01-27 01:44:00,2023-01-27 08:18:00,EVA Air,6:34:00,2414,Boeing 767,174
FL-692918,SYD,LAX,2023-06-05 02:01:00,2023-06-05 03:48:00,China Southern Airlines,1:47:00,1520,Embraer E190,233
FL-901220,FCO,LAX,2023-05-15 10:27:00,2023-05-15 11:59:00,Asiana Airlines,1:32:00,1872,Airbus A350,226
FL-730342,HKG,ATL,2023-06-02 15:30:00,2023-06-02 16:41:00,Aeroflot,1:11:00,2693,Boeing 767,207
FL-313892,ATL,DXB,2023-05-15 07:35:00,2023-05-15 15:50:00,Air France,8:15:00,1319,McDonnell Douglas MD-88,134
FL-506990,MEL,YXU,2023-03-03 15:33:00,2023-03-03 22:43:00,Swiss International Air Lines,7:10:00,2716,Airbus A350,116
FL-850974,ICN,JFK,2023-02-09 01:02:00,2023-02-09 04:26:00,WestJet,3:24:00,2878,Airbus A330,168
FL-463715,YOW,DEN,2023-04-02 17:14:00,2023-04-03 01:14:00,Etihad Airways,8:00:00,628,Bombardier CRJ900,142
FL-315150,MEL,LHR,2023-02-19 00:12:00,2023-02-19 06:21:00,Air Canada,6:09:00,2903,Airbus A320,130
FL-620549,YHZ,SYD,2023-02-02 07:32:00,2023-02-02 13:25:00,WestJet,5:53:00,859,Airbus A340,202
FL-871576,HND,FRA,2023-09-22 22:33:00,2023-09-23 05:36:00,Air France,7:03:00,2463,Embraer E190,103
FL-137677,DEN,ORD,2023-04-02 20:08:00,2023-04-02 21:24:00,KLM,1:16:00,1939,Airbus A350,107
FL-335172,LAX,YHZ,2023-04-19 00:46:00,2023-04-19 07:19:00,Lufthansa,6:33:00,2477,Embraer E190,220
FL-441533,SFO,HKG,2023-06-01 01:24:00,2023-06-01 07:36:00,Iberia,6:12:00,1719,Boeing 787,163
FL-868838,FCO,IST,2023-08-03 06:43:00,2023-08-03 11:50:00,Aeroflot,5:07:00,2279,Airbus A330,186
FL-120398,IST,CDG,2023-03-13 09:29:00,2023-03-13 15:50:00,KLM,6:21:00,2367,Airbus A340,139
FL-279078,LAX,YVR,2023-05-19 16:23:00,2023-05-19 21:38:00,WestJet,5:15:00,2240,Boeing 737 MAX,112
FL-738786,YHZ,ICN,2023-03-13 16:24:00,2023-03-13 18:05:00,Iberia,1:41:00,2168,Bombardier Q400,137
FL-550489,HKG,DXB,2023-07-22 06:35:00,2023-07-22 13:14:00,Air Canada,6:39:00,774,Boeing 777,139
FL-529698,FRA,JFK,2023-12-22 09:59:00,2023-12-22 12:38:00,American Airlines,2:39:00,387,Boeing 737,206
FL-358903,LAX,SIN,2023-01-12 21:18:00,2023-01-13 03:39:00,Avianca,6:21:00,1326,Boeing 777,208
FL-695206,LAX,MIA,2023-03-27 00:58:00,2023-03-27 05:49:00,EVA Air,4:51:00,2860,Bombardier Q400,126
FL-326384,FRA,LHR,2023-04-24 21:38:00,2023-04-25 06:26:00,Finnair,8:48:00,2687,Embraer E190,209
FL-765236,ICN,MIA,2023-06-16 08:06:00,2023-06-16 09:49:00,Iberia,1:43:00,1887,McDonnell Douglas MD-88,241
FL-414974,MIA,YHZ,2023-12-14 19:30:00,2023-12-14 22:34:00,Cathay Pacific,3:04:00,1880,Boeing 777,118
FL-929519,DEN,HND,2023-08-05 22:02:00,2023-08-06 05:58:00,Cathay Pacific,7:56:00,2290,Boeing 787,203
FL-807882,JFK,AMS,2023-03-16 20:17:00,2023-03-17 01:59:00,Royal Jordanian,5:42:00,1156,Bombardier Q400,102
FL-810771,FRA,DXB,2023-12-07 14:51:00,2023-12-07 20:16:00,Air Python,5:25:00,723,Airbus A340,175
FL-764915,LAX,YOW,2023-11-16 22:30:00,2023-11-17 00:07:00,EVA Air,1:37:00,2987,Airbus A340,149
FL-886378,DFW,YUL,2023-04-25 08:14:00,2023-04-25 13:04:00,Qatar Airways,4:50:00,1608,Bombardier Q400,126
FL-501337,DEN,YUL,2023-12-16 23:53:00,2023-12-17 08:43:00,Asiana Airlines,8:50:00,786,McDonnell Douglas MD-88,236
FL-418494,SYD,YXU,2023-12-25 02:07:00,2023-12-25 09:07:00,American Airlines,7:00:00,2866,Airbus A330,161
FL-377607,ICN,FCO,2023-01-01 21:23:00,2023-01-02 04:42:00,EVA Air,7:19:00,2125,Bombardier CRJ900,111
FL-787300,DEN,DXB,2023-10-18 22:15:00,2023-10-19 02:27:00,Aeroflot,4:12:00,400,McDonnell Douglas MD-88,201
FL-616011,YXU,LAX,2023-11-28 10:22:00,2023-11-28 12:58:00,Royal Jordanian,2:36:00,1690,McDonnell Douglas MD-88,209
FL-938736,MEX,HND,2023-03-06 20:28:00,2023-03-07 04:56:00,ANA All Nippon Airways,8:28:00,2320,Boeing 737,237
FL-499663,LAX,FRA,2023-09-08 07:52:00,2023-09-08 10:57:00,Air Canada,3:05:00,2598,Bombardier Q400,250
FL-954296,YUL,ORD,2023-05-10 15:37:00,2023-05-10 20:49:00,Etihad Airways,5:12:00,584,Airbus A320,119
FL-672333,LAX,MEL,2023-03-13 13:31:00,2023-03-13 16:02:00,American Airlines,2:31:00,2242,Airbus A380,212
FL-728357,YUL,YOW,2023-02-01 08:50:00,2023-02-01 12:19:00,Singapore Airlines,3:29:00,2390,McDonnell Douglas MD-88,104
FL-139955,LAX,MIA,2023-04-23 16:53:00,2023-04-23 23:02:00,Finnair,6:09:00,1312,Airbus A380,134
FL-319625,LAX,YXU,2023-12-11 07:51:00,2023-12-11 15:59:00,British Airways,8:08:00,2241,Airbus A320,203
FL-524943,IST,YHZ,2023-11-08 00:01:00,2023-11-08 02:05:00,Air France,2:04:00,287,Airbus A380,249
FL-796092,JFK,YOW,2023-11-25 05:10:00,2023-11-25 08:22:00,Turkish Airlines,3:12:00,321,Airbus A330,147
FL-610074,LAX,HND,2023-05-15 15:12:00,2023-05-15 19:08:00,Cathay Pacific,3:56:00,416,Airbus A320,167
FL-792142,SYD,FCO,2023-09-08 09:58:00,2023-09-08 18:21:00,Qantas,8:23:00,447,Boeing 767,231
FL-884185,SYD,MIA,2023-12-28 17:32:00,2023-12-28 18:48:00,EVA Air,1:16:00,1880,Airbus A340,112
FL-231900,MIA,MEX,2023-08-01 23:15:00,2023-08-02 02:40:00,Delta Airlines,3:25:00,2098,Boeing 737 MAX,195
FL-337836,LAX,YXU,2023-03-10 19:09:00,2023-03-10 21:00:00,Royal Jordanian,1:51:00,1742,Bombardier CRJ900,205
FL-315245,MIA,YOW,2023-03-05 11:10:00,2023-03-05 17:24:00,American Airlines,6:14:00,1176,Airbus A330,218
FL-294806,SFO,LAX,2023-02-11 05:34:00,2023-02-11 07:40:00,Air Canada,2:06:00,2197,Bombardier CRJ900,134
FL-314891,ATL,HND,2023-08-17 18:58:00,2023-08-18 01:19:00,KLM,6:21:00,677,Airbus A350,174
FL-672994,HND,HKG,2023-02-22 00:26:00,2023-02-22 03:14:00,Avianca,2:48:00,842,Airbus A380,126
FL-535971,JFK,FCO,2023-11-13 13:39:00,2023-11-13 16:56:00,Royal Jordanian,3:17:00,1514,Bombardier Q400,222
FL-934809,SYD,FRA,2023-06-07 04:31:00,2023-06-07 06:38:00,Delta Airlines,2:07:00,1328,Airbus A380,127
FL-925678,ORD,YUL,2023-03-21 01:17:00,2023-03-21 08:03:00,Turkish Airlines,6:46:00,2461,Boeing 737 MAX,223
FL-974884,HKG,YUL,2023-10-02 22:59:00,2023-10-03 03:12:00,Emirates,4:13:00,311,Bombardier CRJ900,113
FL-643160,SIN,IST,2023-03-07 21:30:00,2023-03-08 04:41:00,United Airlines,7:11:00,2552,Boeing 747,101
FL-792844,CDG,DXB,2023-07-28 19:57:00,2023-07-29 03:21:00,Aeroflot,7:24:00,1190,Boeing 767,184
FL-755017,DEN,YOW,2023-09-11 08:14:00,2023-09-11 15:28:00,Royal Jordanian,7:14:00,1286,Boeing 737,160
FL-973693,IST,YUL,2023-03-27 21:11:00,2023-03-28 04:42:00,British Airways,7:31:00,1459,Boeing 737,185
FL-484806,PEK,YHZ,2023-01-13 23:24:00,2023-01-14 05:31:00,EVA Air,6:07:00,2059,Boeing 777,232
FL-926539,ORD,DFW,2023-10-17 08:00:00,2023-10-17 13:04:00,Qatar Airways,5:04:00,2469,Airbus A350,232
FL-718501,YHZ,AMS,2023-08-07 09:27:00,2023-08-07 10:36:00,KLM,1:09:00,452,Airbus A330,198
FL-720878,FCO,ATL,2023-12-04 20:44:00,2023-12-05 03:19:00,EVA Air,6:35:00,2972,Boeing 767,158
FL-345439,MEL,HKG,2023-02-28 18:20:00,2023-03-01 01:38:00,Finnair,7:18:00,2748,Airbus A340,210
FL-139315,LAX,CDG,2023-03-22 11:20:00,2023-03-22 19:46:00,ANA All Nippon Airways,8:26:00,1552,Boeing 747,193
FL-773039,LAX,CDG,2023-07-10 19:07:00,2023-07-10 23:20:00,Singapore Airlines,4:13:00,2490,Boeing 747,226
FL-511614,MIA,SIN,2023-06-03 19:36:00,2023-06-04 03:30:00,American Airlines,7:54:00,407,Boeing 737 MAX,218
FL-510797,MEL,YHZ,2023-10-19 12:08:00,2023-10-19 18:13:00,Turkish Airlines,6:05:00,1729,Embraer E190,109
FL-428698,FCO,ICN,2023-08-26 17:07:00,2023-08-26 20:45:00,Asiana Airlines,3:38:00,2023,Boeing 767,134
FL-617800,YUL,SIN,2023-10-16 20:30:00,2023-10-17 03:52:00,Thai Airways,7:22:00,2745,Boeing 737 MAX,191
FL-625120,LAX,LHR,2023-03-05 13:38:00,2023-03-05 18:16:00,Virgin Atlantic,4:38:00,2393,Airbus A380,132
FL-308650,YYZ,PEK,2023-11-24 03:51:00,2023-11-24 06:14:00,Turkish Airlines,2:23:00,251,Embraer E190,247
FL-587586,FRA,IST,2023-07-17 11:30:00,2023-07-17 18:12:00,Iberia,6:42:00,1524,Bombardier CRJ900,168
FL-659754,LAX,SYD,2023-05-18 09:32:00,2023-05-18 11:44:00,EVA Air,2:12:00,1557,Boeing 737 MAX,215
FL-848106,PEK,HND,2023-03-13 00:52:00,2023-03-13 07:12:00,Emirates,6:20:00,688,Boeing 737 MAX,116
FL-207085,FRA,DFW,2023-05-19 07:39:00,2023-05-19 14:16:00,Turkish Airlines,6:37:00,782,Boeing 737,151
FL-409670,DXB,MEX,2023-02-05 16:50:00,2023-02-05 22:11:00,Aeroflot,5:21:00,2271,Airbus A350,130
FL-289904,LAX,DXB,2023-01-17 16:53:00,2023-01-18 01:19:00,American Airlines,8:26:00,1915,Airbus A350,149
FL-893409,IST,LHR,2023-08-28 00:52:00,2023-08-28 04:25:00,Air Canada,3:33:00,1720,Airbus A340,125
FL-749228,YUL,YOW,2023-11-17 06:31:00,2023-11-17 14:49:00,Singapore Airlines,8:18:00,2419,Airbus A380,126
FL-923724,ORD,SYD,2023-11-20 11:36:00,2023-11-20 18:34:00,Air France,6:58:00,1653,Boeing 777,134
FL-505632,YVR,YOW,2023-02-11 03:02:00,2023-02-11 06:51:00,Swiss International Air Lines,3:49:00,2932,Airbus A330,233
FL-114471,DFW,LHR,2023-12-01 07:45:00,2023-12-01 14:06:00,ANA All Nippon Airways,6:21:00,496,Airbus A340,237
FL-208373,HKG,CDG,2023-03-02 04:41:00,2023-03-02 12:49:00,Cathay Pacific,8:08:00,807,Boeing 737 MAX,242
FL-166576,ORD,SIN,2023-12-06 09:15:00,2023-12-06 16:32:00,China Southern Airlines,7:17:00,1734,Boeing 747,193
FL-315376,ORD,SIN,2023-04-01 13:50:00,2023-04-01 17:32:00,Air Canada,3:42:00,1685,Airbus A380,184
FL-124108,YXU,SYD,2023-08-23 18:48:00,2023-08-23 22:46:00,China Southern Airlines,3:58:00,1923,Embraer E190,225
FL-227493,PEK,IST,2023-10-22 05:19:00,2023-10-22 10:14:00,Delta Airlines,4:55:00,875,Boeing 787,112
FL-762529,SFO,SIN,2023-07-02 08:12:00,2023-07-02 14:32:00,Avianca,6:20:00,2251,Airbus A330,248
FL-494178,MIA,MEL,2023-04-20 23:20:00,2023-04-21 02:33:00,Delta Airlines,3:13:00,613,Boeing 737,113
FL-865370,ATL,ICN,2023-10-10 09:37:00,2023-10-10 13:30:00,United Airlines,3:53:00,2638,Embraer E190,176
FL-703762,JFK,DFW,2023-05-15 11:52:00,2023-05-15 16:02:00,Emirates,4:10:00,1999,Airbus A380,109
FL-959597,ORD,MEX,2023-04-22 19:28:00,2023-04-23 04:05:00,United Airlines,8:37:00,1746,Boeing 787,130
FL-196030,HKG,JFK,2023-05-06 17:00:00,2023-05-06 23:13:00,Cathay Pacific,6:13:00,2227,Boeing 737 MAX,115
FL-519109,LHR,DEN,2023-01-09 00:12:00,2023-01-09 06:38:00,Aeroflot,6:26:00,1792,Boeing 737,174
FL-222846,SFO,YHZ,2023-09-24 05:18:00,2023-09-24 10:07:00,Avianca,4:49:00,1018,Boeing 747,156
FL-490472,IST,YOW,2023-02-02 09:59:00,2023-02-02 11:16:00,Delta Airlines,1:17:00,2165,Airbus A340,199
FL-170053,CDG,YXU,2023-03-02 09:22:00,2023-03-02 18:09:00,Avianca,8:47:00,1992,Boeing 767,188
FL-590522,YYZ,YHZ,2023-09-20 22:48:00,2023-09-21 00:08:00,Qantas,1:20:00,372,Airbus A350,145
FL-454312,LHR,YHZ,2023-12-01 02:48:00,2023-12-01 08:35:00,Asiana Airlines,5:47:00,2875,Airbus A350,121
FL-641730,MEX,PEK,2023-11-23 06:43:00,2023-11-23 08:14:00,Aeroflot,1:31:00,1204,Airbus A380,117
FL-316303,AMS,SFO,2023-06-25 04:06:00,2023-06-25 05:29:00,Finnair,1:23:00,882,Airbus A340,134
FL-500205,FRA,SIN,2023-02-21 05:04:00,2023-02-21 07:51:00,Thai Airways,2:47:00,1895,Boeing 747,235
FL-613535,MEX,DXB,2023-11-26 02:11:00,2023-11-26 05:11:00,Avianca,3:00:00,486,Airbus A320,212
FL-365250,YVR,SYD,2023-06-20 11:13:00,2023-06-20 16:54:00,Thai Airways,5:41:00,311,Boeing 787,229
FL-143641,HND,HKG,2023-03-26 02:48:00,2023-03-26 03:56:00,Turkish Airlines,1:08:00,918,Airbus A350,225
FL-980735,HKG,AMS,2023-01-23 14:36:00,2023-01-23 19:36:00,Air Python,5:00:00,280,Airbus A330,213
FL-630776,YOW,SFO,2023-10-13 00:08:00,2023-10-13 03:03:00,Avianca,2:55:00,301,Airbus A380,231
FL-335493,JFK,FRA,2023-03-09 05:53:00,2023-03-09 13:04:00,Lufthansa,7:11:00,805,Airbus A380,213
FL-245739,PEK,SFO,2023-11-01 23:02:00,2023-11-02 00:03:00,EVA Air,1:01:00,2349,Airbus A320,247
FL-745808,LAX,SYD,2023-09-16 12:09:00,2023-09-16 18:24:00,Aeroflot,6:15:00,492,McDonnell Douglas MD-88,168
FL-840295,DFW,MIA,2023-05-15 09:27:00,2023-05-15 13:44:00,Avianca,4:17:00,1163,Bombardier Q400,189
FL-959558,YHZ,DXB,2023-06-14 07:10:00,2023-06-14 10:52:00,Swiss International Air Lines,3:42:00,1938,McDonnell Douglas MD-88,109
FL-908943,HKG,ATL,2023-03-13 02:18:00,2023-03-13 08:41:00,Alitalia,6:23:00,2893,Airbus A340,137
FL-619887,YUL,LAX,2023-04-18 14:44:00,2023-04-18 16:11:00,EVA Air,1:27:00,781,Airbus A380,159
FL-534976,DEN,LAX,2023-05-24 10:45:00,2023-05-24 16:25:00,Delta Airlines,5:40:00,2411,Boeing 777,186
FL-621225,HKG,LHR,2023-12-27 02:09:00,2023-12-27 06:10:00,Delta Airlines,4:01:00,1033,Bombardier Q400,116
FL-981443,YVR,MEX,2023-12-20 14:39:00,2023-12-20 22:30:00,China Southern Airlines,7:51:00,2097,Airbus A380,172
FL-796235,ATL,YXU,2023-12-12 04:25:00,2023-12-12 11:19:00,Air Canada,6:54:00,732,Boeing 747,163
FL-773826,CDG,IST,2023-07-25 17:14:00,2023-07-26 00:44:00,Royal Jordanian,7:30:00,1177,Airbus A330,122
FL-272461,YOW,SFO,2023-08-18 06:27:00,2023-08-18 11:03:00,Air France,4:36:00,991,Embraer E190,181
FL-431571,YOW,PEK,2023-12-22 16:47:00,2023-12-22 23:12:00,Singapore Airlines,6:25:00,2998,Boeing 777,155
FL-994276,FRA,YVR,2023-08-01 01:38:00,2023-08-01 03:55:00,Air France,2:17:00,2059,Embraer E190,144
FL-511909,LHR,YUL,2023-11-25 13:25:00,2023-11-25 19:24:00,Cathay Pacific,5:59:00,1063,Embraer E190,212
FL-106429,CDG,MEL,2023-09-21 00:01:00,2023-09-21 05:12:00,EVA Air,5:11:00,2698,Airbus A320,180
FL-487670,MEX,HKG,2023-07-19 21:17:00,2023-07-20 01:15:00,Air Python,3:58:00,1064,Boeing 737,208
FL-244016,AMS,SIN,2023-09-08 23:10:00,2023-09-09 07:01:00,Thai Airways,7:51:00,2015,Bombardier CRJ900,120
FL-629079,ICN,ORD,2023-05-17 03:53:00,2023-05-17 08:19:00,Alitalia,4:26:00,2674,Boeing 737 MAX,233
FL-332641,YXU,HND,2023-03-18 00:50:00,2023-03-18 03:17:00,American Airlines,2:27:00,412,Bombardier Q400,147
FL-311682,HKG,YUL,2023-08-14 17:45:00,2023-08-14 18:55:00,United Airlines,1:10:00,2273,Boeing 767,136
FL-623256,FCO,YUL,2023-07-11 23:43:00,2023-07-12 03:33:00,American Airlines,3:50:00,2013,Airbus A320,201
FL-629960,ORD,HKG,2023-01-19 22:10:00,2023-01-20 05:55:00,Finnair,7:45:00,1400,Boeing 737 MAX,142
FL-529086,YXU,HND,2023-05-10 08:13:00,2023-05-10 11:11:00,EVA Air,2:58:00,1981,Boeing 777,147
FL-606441,DFW,YHZ,2023-03-27 01:50:00,2023-03-27 06:27:00,Turkish Airlines,4:37:00,1051,Boeing 787,246
FL-926739,ATL,CDG,2023-03-07 02:58:00,2023-03-07 07:20:00,Finnair,4:22:00,288,Boeing 767,122
FL-503931,DFW,ORD,2023-01-19 05:53:00,2023-01-19 12:09:00,Cathay Pacific,6:16:00,1055,Boeing 767,129
FL-842333,FCO,MEL,2023-05-02 22:21:00,2023-05-03 06:12:00,Swiss International Air Lines,7:51:00,917,Boeing 737 MAX,237
FL-264253,CDG,AMS,2023-06-24 23:58:00,2023-06-25 05:51:00,Finnair,5:53:00,2845,Airbus A340,207
FL-757154,ATL,ICN,2023-12-17 05:56:00,2023-12-17 10:03:00,Alitalia,4:07:00,1705,Boeing 737 MAX,247
FL-936867,YOW,LAX,2023-03-03 13:34:00,2023-03-03 17:44:00,American Airlines,4:10:00,2547,Airbus A320,199
FL-290195,IST,ICN,2023-08-13 03:03:00,2023-08-13 11:06:00,China Southern Airlines,8:03:00,1430,Boeing 777,215
FL-185201,ICN,DFW,2023-05-20 17:46:00,2023-05-20 22:26:00,Avianca,4:40:00,2667,Embraer E190,153
FL-964875,ICN,IST,2023-11-08 21:53:00,2023-11-09 01:10:00,Cathay Pacific,3:17:00,1803,Airbus A330,143
FL-580766,LAX,MEL,2023-05-11 16:41:00,2023-05-12 00:10:00,Finnair,7:29:00,1790,Airbus A340,212
FL-471513,CDG,DFW,2023-11-24 21:12:00,2023-11-24 23:08:00,Iberia,1:56:00,1316,Airbus A380,238
FL-277330,LHR,YUL,2023-04-06 22:03:00,2023-04-07 06:33:00,Emirates,8:30:00,374,Airbus A380,203
FL-877777,HKG,JFK,2023-10-13 17:03:00,2023-10-14 01:00:00,Delta Airlines,7:57:00,921,Bombardier CRJ900,240
FL-580319,DFW,SYD,2023-06-17 02:26:00,2023-06-17 10:16:00,Asiana Airlines,7:50:00,1315,Boeing 767,168
FL-645348,LAX,YVR,2023-09-03 14:59:00,2023-09-03 16:33:00,Asiana Airlines,1:34:00,1830,Boeing 777,155
FL-874991,MEX,DFW,2023-12-13 06:40:00,2023-12-13 10:45:00,Singapore Airlines,4:05:00,2976,Boeing 767,188
FL-456310,SFO,CDG,2023-08-12 06:03:00,2023-08-12 14:20:00,Qatar Airways,8:17:00,619,Boeing 747,227
FL-927631,YOW,SIN,2023-12-15 14:25:00,2023-12-15 21:21:00,United Airlines,6:56:00,2253,Bombardier Q400,121
FL-727065,AMS,ICN,2023-03-25 18:41:00,2023-03-26 03:00:00,Etihad Airways,8:19:00,1377,Boeing 787,135
FL-697671,HKG,HND,2023-03-27 21:49:00,2023-03-28 01:45:00,Avianca,3:56:00,2534,Airbus A330,238
FL-382534,YOW,LAX,2023-03-19 04:35:00,2023-03-19 11:50:00,Air Python,7:15:00,1895,Boeing 737 MAX,177
FL-455282,CDG,HKG,2023-11-21 01:17:00,2023-11-21 05:54:00,United Airlines,4:37:00,1519,Boeing 747,193
FL-628360,HKG,YXU,2023-09-17 16:45:00,2023-09-17 18:55:00,Thai Airways,2:10:00,2163,Boeing 737 MAX,191
FL-528064,CDG,MIA,2023-04-05 17:42:00,2023-04-05 22:29:00,Qatar Airways,4:47:00,1566,Bombardier CRJ900,248
FL-206456,IST,ORD,2023-03-01 16:31:00,2023-03-02 01:07:00,EVA Air,8:36:00,721,Boeing 767,226
FL-926437,ORD,YUL,2023-02-11 11:04:00,2023-02-11 18:39:00,Alitalia,7:35:00,2332,Airbus A330,140
FL-519147,YVR,HND,2023-11-27 15:08:00,2023-11-27 17:07:00,EVA Air,1:59:00,2492,Airbus A320,219
FL-112914,DFW,HND,2023-10-25 01:38:00,2023-10-25 05:35:00,United Airlines,3:57:00,2955,Boeing 737,112
FL-738571,ORD,LHR,2023-09-15 03:45:00,2023-09-15 11:55:00,Finnair,8:10:00,1030,Bombardier CRJ900,205
FL-222487,SYD,HND,2023-04-27 11:49:00,2023-04-27 13:08:00,Alitalia,1:19:00,2809,Bombardier Q400,237
FL-622314,AMS,DFW,2023-12-10 05:20:00,2023-12-10 07:21:00,Turkish Airlines,2:01:00,714,Bombardier CRJ900,205
